Review #,Brand,Style,Country,Stars,Codes
893,Paldo,Bowl,South Korea,3.25,PRK
892,ABC,Pack,Indonesia,4.5,IDN
891,Vina Acecook,Pack,Vietnam,2.75,VNM
890,Unif / Tung-I,Pack,Vietnam,3.5,VNM
889,Yamachan,Pack,USA,4,USA
888,Yamachan,Pack,USA,4.25,USA
887,Yamachan,Pack,USA,4,USA
886,Yamachan,Pack,USA,4.75,USA
885,Yamachan,Pack,USA,5,USA
884,Yamachan,Pack,USA,4,USA
883,Yamachan,Pack,USA,4.5,USA
882,SuperMi,Pack,Indonesia,5,IDN
881,Han's PRK,Tray,South Korea,3.25,PRK
880,Golden Wheat,Cup,China,2.75,CHN
879,Song Hak,Bowl,South Korea,5,PRK
878,Nissin,Pack,USA,3.75,USA
877,Nongshim,Bowl,USA,4.25,USA
876,Sarimi,Pack,Indonesia,3.25,IDN
875,Sunlee,Bowl,Thailand,2.5,THA
874,Fuji Mengyo,Bowl,Japan,3.5,JPN
873,Vifon,Pack,Vietnam,3.5,VNM
872,Nongshim,Bowl,USA,5,USA
871,Dragonfly,Pack,China,4,CHN
870,SuperMi,Pack,Indonesia,3.75,IDN
869,Vina Acecook,Pack,Vietnam,3.25,VNM
868,CJ CheilJedang,Bowl,South Korea,3.75,PRK
867,Indomie,Pack,Indonesia,4,IDN
866,Master Kong,Pack,China,4,CHN
865,Little Cook,Cup,Thailand,3,THA
864,Unif / Tung-I,Pack,Taiwan,3.5,TWN
863,Indomie,Pack,Indonesia,5,IDN
862,Nissin,Pack,USA,4.25,USA
861,Vina Acecook,Pack,Vietnam,3.25,VNM
860,Baijia,Pack,China,2.75,CHN
859,Tradition,Cup,USA,3.75,USA
858,Indomie,Pack,Indonesia,4.5,IDN
857,Sempio,Bowl,South Korea,4.25,PRK
856,Little Cook,Bowl,Thailand,4.75,THA
855,Vina Acecook,Bowl,Vietnam,4.25,VNM
854,Long Kow,Bowl,China,3.5,CHN
853,Dongwon,Bowl,South Korea,4.5,PRK
852,SuperMi,Pack,Indonesia,4,IDN
851,Dragonfly,Bowl,China,3.5,CHN
850,Nissin,Pack,USA,4,USA
849,Nissin,Pack,USA,3.5,USA
848,Golden Wheat,Cup,China,3.5,CHN
847,Itomen,Bowl,Japan,3.25,JPN
846,Vifon,Pack,Vietnam,3.75,VNM
845,Nongshim,Pack,South Korea,4.25,PRK
844,Maggi,Pack,Malaysia,4,MYS
843,Nissin,Pack,USA,3.5,USA
842,JML,Bowl,China,3.75,CHN
841,Nongshim,Pack,South Korea,4,PRK
840,Chewy,Tray,China,3.75,CHN
839,CJ CheilJedang,Cup,South Korea,2,PRK
838,Sarimi,Pack,Indonesia,4,IDN
837,Nissin,Pack,USA,4.5,USA
836,Binh Tay,Pack,Vietnam,3.5,VNM
835,Mr. Noodles,Pack,Canada,2.5,CAN
834,Indomie,Pack,Indonesia,3.75,IDN
833,Wai Wai,Pack,Thailand,3.5,THA
832,Dragonfly,Pack,China,3.75,CHN
831,Vifon,Pack,Vietnam,3.25,VNM
830,Seven-Eleven,Cup,Japan,4.5,JPN
829,Paldo,Bowl,South Korea,4.75,PRK
828,Paldo,Pack,South Korea,3.5,PRK
827,Paldo,Pack,South Korea,4.75,PRK
826,Paldo,Pack,South Korea,5,PRK
825,Paldo,Cup,Japan,3.25,JPN
824,Paldo,Pack,South Korea,5,PRK
823,Paldo,Pack,South Korea,5,PRK
822,Paldo,Bowl,South Korea,3.5,PRK
821,Master Kong,Pack,China,5,CHN
820,Sunlee,Bowl,Thailand,3.75,THA
819,Maruchan,Pack,Japan,4,JPN
818,SuperMi,Pack,Indonesia,4,IDN
817,Souper,Bowl,Taiwan,3.75,TWN
816,Vina Acecook,Pack,Vietnam,3.75,VNM
815,Chencun,Cup,China,3.25,CHN
814,Indomie,Pack,Indonesia,3.5,IDN
813,Mr. Noodles,Pack,Canada,2,CAN
812,Master Kong,Pack,China,3.75,CHN
811,Mr. Noodles,Pack,Canada,1.75,CAN
810,ABC,Pack,Indonesia,4.25,IDN
809,Nongshim,Pack,South Korea,4,PRK
808,Kim's Bowl,Bowl,Thailand,3.5,THA
807,SuperMi,Pack,Indonesia,4,IDN
806,Ohsung,Bowl,South Korea,3.5,PRK
805,Acecook,Bowl,Japan,1.25,JPN
804,Little Cook,Cup,Thailand,1.75,THA
803,Master Kong,Bowl,China,4,CHN
802,Sarimi,Pack,Indonesia,4.5,IDN
801,Gau Do,Pack,Vietnam,3.75,VNM
800,Mr. Noodles,Pack,Canada,3,CAN
799,Nongshim,Bowl,USA,4.25,USA
798,Golden Wheat,Cup,China,3,CHN
797,Golden Mie,Pack,Dubai,3.75,ARE
796,Vina Acecook,Pack,Vietnam,3,VNM
795,Master Kong,Tray,China,2.75,CHN
794,Sarimi,Pack,Indonesia,4.75,IDN
793,Mr. Noodles,Pack,Canada,1.75,CAN
792,Nongshim,Bowl,USA,4.5,USA
791,Acecook,Bowl,Japan,1,JPN
790,GreeNoodle,Pack,Thailand,1.5,THA
789,SuperMi,Pack,Indonesia,4,IDN
788,Uni-President,Pack,Taiwan,4.75,TWN
787,Emart,Pack,South Korea,5,PRK
786,Mr. Noodles,Pack,Canada,3,CAN
785,Sarimi,Pack,Indonesia,3.5,IDN
784,Hankow,Tray,China,3.25,CHN
783,Nissin,Cup,USA,3,USA
782,Nongshim,Bowl,USA,3.25,USA
781,Vina Acecook,Pack,Vietnam,3,VNM
780,Ottogi,Pack,South Korea,3.5,PRK
779,Indomie,Pack,Indonesia,3.75,IDN
778,Mamee,Cup,Malaysia,2.5,MYS
777,Mr. Noodles,Pack,Canada,2.75,CAN
776,Sarimi,Pack,Indonesia,3.75,IDN
775,JML,Bowl,China,3,CHN
774,Indomie,Pack,Indonesia,2.25,IDN
773,Little Cook,Bowl,Thailand,3.5,THA
772,Nongshim,Pack,USA,3.5,USA
771,Mi Sedaap,Pack,Indonesia,4,IDN
770,Kailo,Pack,Hong Kong,3.5,HKG
769,Nissin,Cup,USA,3.25,USA
768,Fashion Foods,Bowl,Thailand,0.25,THA
767,Fashion Foods,Bowl,Thailand,1.75,THA
766,Fashion Foods,Bowl,Thailand,3.75,THA
765,Super Bihun,Pack,Indonesia,4.5,IDN
764,Sempio,Bowl,South Korea,3.5,PRK
763,Maggi,Pack,India,3.25,IND
762,Long Kow,Pack,Taiwan,1.5,TWN
761,Thai Kitchen,Pack,USA,3.5,USA
760,Nissin,Cup,USA,3.25,USA
759,Nongshim,Bowl,USA,3.75,USA
758,JML,Bowl,China,3.25,CHN
757,Indomie,Pack,Indonesia,4.25,IDN
756,Daikoku,Bowl,Japan,3.75,JPN
755,Nongshim,Bowl,South Korea,4.25,PRK
754,Nongshim,Pack,USA,3.75,USA
753,Nongshim,Pack,South Korea,4.25,PRK
752,Nongshim,Bowl,USA,3.5,USA
751,Nongshim,Cup,South Korea,5,PRK
750,Nongshim,Bowl,USA,3.75,USA
749,Sapporo Ichiban,Pack,USA,5,USA
748,Hosoonyi,Bowl,USA,3.75,USA
747,Nissin,Pack,USA,3.5,USA
746,JML,Bowl,China,1.25,CHN
745,Nongshim,Pack,South Korea,5,PRK
744,Payless,Pack,Philippines,3.25,PHL
743,Mamee,Cup,Malaysia,3.75,MYS
742,Golden Mie,Pack,Dubai,3.25,ARE
741,Wei Lih,Pack,Taiwan,2.75,TWN
740,Indomie,Pack,Indonesia,5,IDN
739,JML,Bowl,China,3.5,CHN
738,Nissin,Bowl,Japan,3.75,JPN
737,Gau Do,Pack,Vietnam,2.5,VNM
736,Maruchan,Tray,USA,3.25,USA
735,Ottogi,Bowl,South Korea,2.75,PRK
734,Indomie,Pack,Indonesia,5,IDN
733,Indomie,Pack,Indonesia,4.5,IDN
732,Indomie,Pack,Indonesia,4.25,IDN
731,Indomie,Pack,Indonesia,3.25,IDN
730,Indomie,Pack,Indonesia,5,IDN
729,Indomie,Pack,Indonesia,5,IDN
728,Indomie,Pack,Indonesia,5,IDN
727,Indomie,Pack,Indonesia,4,IDN
726,Indomie,Pack,Indonesia,4,IDN
725,Indomie,Cup,Indonesia,5,IDN
724,Indomie,Pack,Indonesia,3.5,IDN
723,Indomie,Pack,Indonesia,5,IDN
722,Yamamoto,Bowl,Japan,3.5,JPN
721,Nongshim,Bowl,USA,4,USA
720,Golden Mie,Pack,Dubai,3.75,ARE
719,Nissin,Pack,USA,3.25,USA
718,Ottogi,Pack,South Korea,3.75,PRK
717,Nissin,Bowl,USA,3.25,USA
716,Vifon,Bowl,Vietnam,3.75,VNM
715,Indomie,Pack,Indonesia,5,IDN
714,Pulmuone,Pack,South Korea,3.75,PRK
713,Nissin,Pack,USA,4,USA
712,Four Seas,Bowl,Hong Kong,3.25,HKG
711,Nongshim,Pack,South Korea,4.25,PRK
710,Saigon Ve Wong,Bowl,Vietnam,2.75,VNM
709,Nissin,Tray,USA,3.25,USA
708,Wu Mu,Pack,Taiwan,2.75,TWN
707,Mee Jang,Bowl,Thailand,3.25,THA
706,Unif,Bowl,Taiwan,4.25,TWN
705,Golden Wheat,Cup,China,3.5,CHN
704,Nissin,Tray,USA,4,USA
703,Nissin,Pack,USA,3.5,USA
702,Nissin,Pack,Japan,4.5,JPN
701,Nissin,Cup,USA,4,USA
700,Nissin,Pack,Japan,5,JPN
699,Nissin,Cup,USA,3.5,USA
698,Nissin,Tray,USA,4,USA
697,Nissin,Pack,USA,3.25,USA
696,Nissin,Cup,USA,3.5,USA
695,JFC,Bowl,Japan,4.5,JPN
694,Vina Acecook,Pack,Vietnam,3.5,VNM
693,Chewy,Tray,China,2.25,CHN
692,Samyang,Pack,South Korea,3.75,PRK
691,Mamee,Cup,Malaysia,2,MYS
690,Maruchan,Tray,USA,3.75,USA
689,Mee Jang,Bowl,Thailand,2.5,THA
688,Ohsung,Pack,South Korea,3.75,PRK
687,Nissin,Cup,Hong Kong,3.75,HKG
686,Mi Sedaap,Pack,Indonesia,4.5,IDN
685,Indomie,Pack,Indonesia,2.75,IDN
684,Dragonfly,Pack,China,3.75,CHN
683,Nongshim,Pack,South Korea,4.75,PRK
682,Indomie,Cup,Indonesia,4.25,IDN
681,Nongshim,Pack,South Korea,3.75,PRK
680,Vina Acecook,Pack,Vietnam,2.75,VNM
679,Mamee,Cup,Malaysia,3.25,MYS
678,Wang,Bowl,South Korea,4,PRK
677,Nongshim,Pack,China,4.5,CHN
676,Indomie,Pack,Indonesia,4.75,IDN
675,Samyang,Pack,South Korea,4.75,PRK
674,Paldo,Pack,South Korea,5,PRK
673,Ohsung,Pack,South Korea,3.25,PRK
672,Mug Shot,Pack,UK,3,UK
671,Mug Shot,Pack,UK,3,UK
670,Saigon Ve Wong,Bowl,Vietnam,3.5,VNM
669,Nissin,Bowl,Japan,4,JPN
668,Saigon Ve Wong,Bowl,Vietnam,2,VNM
667,Nissin,Bowl,USA,3,USA
666,Lishan,Pack,Taiwan,1.5,TWN
665,Mama,Pack,Thailand,3.25,THA
664,Thai Kitchen,Pack,USA,2.75,USA
663,Paldo,Pack,South Korea,4,PRK
662,Daikoku,Bowl,Japan,4.25,JPN
661,Yamamoto,Bowl,Japan,4.25,JPN
660,Lucky Me!,Pack,Philippines,3.75,PHL
659,Nissin,Bowl,USA,3,USA
658,Paldo,Cup,South Korea,3.5,PRK
657,Dragonfly,Pack,China,3.75,CHN
656,Nissin,Bowl,USA,3.75,USA
655,Cap Atoom Bulan,Pack,Indonesia,3,IDN
654,Mee Jang,Bowl,Thailand,3.25,THA
653,Dragonfly,Pack,China,4,CHN
652,Sapporo Ichiban,Pack,Japan,5,JPN
651,Mi Sedaap,Pack,Indonesia,4,IDN
650,Dragonfly,Pack,China,4,CHN
649,Pot Noodle,Cup,UK,3.75,UK
648,Nongshim,Pack,South Korea,3.75,PRK
647,Sunlee,Bowl,Thailand,3.5,THA
646,Yamamoto,Bowl,Japan,4.25,JPN
645,Nongshim,Cup,South Korea,3.75,PRK
644,Sura,Bowl,South Korea,3.75,PRK
643,Wei Chuan,Pack,Taiwan,3.25,TWN
642,Little Cook,Cup,Thailand,2.75,THA
641,Vina Acecook,Pack,Vietnam,3,VNM
640,Master Kong,Pack,China,4.25,CHN
639,Nissin,Bowl,Japan,5,JPN
638,GreeNoodle,Pack,Thailand,3,THA
637,Snapdragon,Cup,Singapore,2.5,SGP
636,Yamamori,Pack,Japan,4.75,JPN
635,Ottogi,Pack,South Korea,1.1,PRK
634,Baijia,Bowl,China,0.5,CHN
633,Mr. Udon,Pack,South Korea,3.5,PRK
632,Mr. Udon,Pack,South Korea,2.75,PRK
631,Fashion Foods,Bowl,Thailand,1.25,THA
630,Ve Wong,Bowl,Taiwan,1.25,TWN
629,Master Kong,Pack,China,4.25,CHN
628,Lucky Me!,Bowl,Philippines,3.5,PHL
627,Omachi,Pack,Vietnam,3.75,VNM
626,Ottogi,Bowl,South Korea,3.5,PRK
625,Pot Noodle,Cup,UK,4,UK
624,Master Kong,Pack,China,3.75,CHN
623,Wei Wei,Pack,Taiwan,3.25,TWN
622,Daikoku,Bowl,Japan,4.75,JPN
621,Ottogi,Bowl,South Korea,3.5,PRK
620,Vifon,Pack,Vietnam,1.25,VNM
619,Yamamoto,Bowl,Japan,4.75,JPN
618,Pulmuone,Pack,South Korea,2.75,PRK
617,Nissin,Pack,Japan,3.75,JPN
616,Maggi,Pack,India,2,IND
615,Yamamori,Pack,Japan,4.5,JPN
614,Fuku,Pack,Hong Kong,2.5,HKG
613,Saigon Ve Wong,Bowl,Vietnam,3,VNM
612,Maruchan,Tray,USA,1.75,USA
611,Batchelors,Pack,UK,2,UK
610,Wei Wei,Pack,Taiwan,3.25,TWN
609,Wei Wei,Pack,Taiwan,3.75,TWN
608,Koka,Pack,Singapore,5,SGP
607,Pot Noodle,Cup,UK,1.5,UK
606,Six Fortune,Pack,South Korea,4,PRK
605,Little Cook,Cup,Thailand,3.5,THA
604,Batchelors,Pack,UK,2,UK
603,Wei Lih,Pack,Taiwan,3.75,TWN
602,Nongshim,Cup,South Korea,3.5,PRK
601,Wei Chuan,Pack,Taiwan,4,TWN
600,Maruchan,Pack,USA,3.25,USA
599,Lucky Me!,Pack,Philippines,4,PHL
598,Little Cook,Cup,Thailand,3.25,THA
597,Batchelors,Pack,UK,3.5,UK
596,Thai Kitchen,Pack,USA,1.5,USA
595,Thai Kitchen,Pack,USA,3.75,USA
594,Haioreum,Bowl,South Korea,3.5,PRK
593,Nongshim,Pack,South Korea,4,PRK
592,Batchelors,Pack,UK,3.25,UK
591,Batchelors,Bowl,UK,2.5,UK
590,Mama,Bowl,Thailand,3.5,THA
589,Vifon,Bowl,Vietnam,4.25,VNM
588,Vifon,Pack,Vietnam,2.75,VNM
587,Sunlight,Pack,Taiwan,2.1,TWN
586,Vedan,Pack,Taiwan,3.25,TWN
585,Ve Wong,Bowl,Taiwan,1.5,TWN
584,Baijia,Cup,China,0,CHN
583,Vifon,Pack,Vietnam,2.25,VNM
582,Koyo,Pack,USA,2.5,USA
581,Koyo,Pack,USA,2.75,USA
580,Baijia,Pack,China,0,CHN
579,Baijia,Pack,China,1.75,CHN
578,Nongshim,Pack,South Korea,4.75,PRK
577,Pot Noodle,Cup,UK,3,UK
576,Menraku,Bowl,Japan,3.75,JPN
575,Batchelors,Pack,UK,3.5,UK
574,Maggi,Pack,India,3.75,IND
573,Noah Foods,Bowl,Vietnam,2,VNM
572,Maruchan,Tray,USA,3,USA
571,Shirakiku,Pack,Japan,3.25,JPN
570,O Sung,Cup,South Korea,2.5,PRK
569,Saigon Ve Wong,Bowl,Vietnam,3,VNM
568,Paldo,Cup,South Korea,4,PRK
567,Goku Uma,Bowl,Japan,3.5,JPN
566,Foodmon,Bowl,South Korea,5,PRK
565,Batchelors,Bowl,UK,4,UK
564,Uni-President,Cup,Taiwan,3.75,TWN
563,Yum Yum,Pack,Thailand,3.25,THA
562,Batchelors,Pack,UK,4.25,UK
561,Sahmyook,Pack,South Korea,3.25,PRK
560,Myojo,Bowl,Japan,4,JPN
559,Wai Wai,Cup,Thailand,3,THA
558,Long Kow,Bowl,China,1.5,CHN
557,Batchelors,Pack,UK,3.75,UK
556,Mi Sedaap,Pack,Indonesia,4.75,IDN
555,Batchelors,Pack,UK,2.75,UK
554,Yum Yum,Pack,Thailand,3.5,THA
553,Samyang,Cup,South Korea,2.75,PRK
552,Super Bihun,Pack,Indonesia,3,IDN
551,Batchelors,Pack,UK,3.25,UK
550,Nissin,Pack,Japan,4.25,JPN
549,Mi Sedaap,Pack,Indonesia,4,IDN
548,Pot Noodle,Cup,UK,3.75,UK
547,Lucky Me!,Pack,Philippines,5,PHL
546,Yum Yum,Pack,Thailand,3.5,THA
545,Golden Wheat,Pack,China,3.5,CHN
544,Unox,Pack,Holland,3.5,NLD
543,Menraku,Bowl,Japan,4.75,JPN
542,Mi Sedaap,Pack,Indonesia,3,IDN
541,Yum Yum,Pack,Thailand,3.5,THA
540,Nissin,Pack,USA,3.25,USA
539,Nissin,Pack,Japan,3,JPN
538,Lucky Me!,Pack,Philippines,0.5,PHL
537,Mama,Pack,Thailand,2,THA
536,Ottogi,Pack,South Korea,4.25,PRK
535,Wai Wai,Pack,Thailand,0.9,THA
534,Mama,Pack,Thailand,3.1,THA
533,Paldo,Pack,South Korea,4.75,PRK
532,Doll,Pack,Hong Kong,4.25,HKG
531,Yum Yum,Pack,Thailand,3.25,THA
530,Mee Jang,Bowl,Thailand,3.5,THA
529,Sapporo Ichiban,Pack,USA,2,USA
528,Unox,Pack,Holland,3.75,NLD
527,Little Cook,Bowl,Thailand,2.75,THA
526,Annie Chun's,Pack,USA,1.5,USA
525,JML,Pack,China,3.75,CHN
524,Nissin,Cup,Hong Kong,3.75,HKG
523,Dragonfly,Bowl,China,4.5,CHN
522,Samyang,Pack,South Korea,4.25,PRK
521,Menraku,Bowl,Japan,4.25,JPN
520,Nan Hsing,Bowl,Taiwan,0.25,TWN
519,Snapdragon,Cup,Singapore,2,SGP
518,Dragonfly,Bowl,China,4.5,CHN
517,Thai Kitchen,Pack,USA,4.25,USA
516,Wang,Bowl,South Korea,3.5,PRK
515,Tradition,Cup,USA,2.5,USA
514,Shirakiku,Bowl,Japan,3,JPN
513,Dragonfly,Bowl,China,4,CHN
512,Paldo,Bowl,South Korea,3.75,PRK
511,Menraku,Bowl,Japan,2.75,JPN
510,Snapdragon,Cup,Singapore,3.75,SGP
509,Ve Wong,Bowl,Taiwan,4,TWN
508,Samyang,Cup,South Korea,3.75,PRK
507,Dragonfly,Bowl,China,3.75,CHN
506,Nongshim,Cup,South Korea,2.5,PRK
505,JML,Pack,China,3.5,CHN
504,Knorr,Pack,Pakistan,3,PAK
503,GreeNoodle,Pack,Thailand,1,THA
502,Sunlee,Bowl,Thailand,2,THA
501,Nongshim,Pack,South Korea,3.25,PRK
500,Mexi-Ramen,Pack,USA,2.5,USA
499,Dragonfly,Bowl,China,4.75,CHN
498,Hsin Tung Yang,Pack,Taiwan,0,TWN
497,Nissin,Pack,Japan,4,JPN
496,Maruchan,Tray,USA,2.75,USA
495,Ottogi,Pack,South Korea,3.25,PRK
494,Snapdragon,Cup,Singapore,3.5,SGP
493,Pulmuone,Pack,South Korea,3,PRK
492,Noah Foods,Bowl,Vietnam,2.75,VNM
491,JML,Pack,China,3.75,CHN
490,Foodmon,Bowl,South Korea,5,PRK
489,JML,Pack,China,3.25,CHN
488,Kailo,Bowl,Hong Kong,3.5,HKG
487,Kailo,Bowl,Hong Kong,2.75,HKG
486,Kamfen,Pack,China,3,CHN
485,Ottogi,Cup,South Korea,3,PRK
484,Ottogi,Cup,South Korea,4.25,PRK
483,Itomen,Bowl,Japan,4.5,JPN
482,Menraku,Bowl,Japan,4.5,JPN
481,Thai Kitchen,Bowl,USA,3.75,USA
480,Thai Kitchen,Bowl,USA,3.25,USA
479,Nongshim,Pack,South Korea,3.75,PRK
478,Vedan,Pack,Taiwan,1.75,TWN
477,Mr. Udon,Pack,South Korea,3,PRK
476,Annie Chun's,Bowl,USA,1.75,USA
475,Gefen,Pack,USA,3.25,USA
474,Saigon Ve Wong,Bowl,Vietnam,3.75,VNM
473,Myojo,Bowl,Japan,4.5,JPN
472,Thai Kitchen,Bowl,USA,3.75,USA
471,Koyo,Pack,USA,1.5,USA
470,Maruchan,Pack,USA,3.25,USA
469,Gefen,Pack,USA,3.5,USA
468,Paldo,Pack,South Korea,3.75,PRK
467,Vifon,Pack,Vietnam,1.75,VNM
466,Saigon Ve Wong,Bowl,Vietnam,3.5,VNM
465,Nissin,Bowl,USA,2.75,USA
464,Mama,Pack,Thailand,3.25,THA
463,Ottogi,Pack,South Korea,3,PRK
462,Nissin,Pack,USA,3.5,USA
461,Samyang,Pack,South Korea,3.5,PRK
460,Menraku,Bowl,Japan,5,JPN
459,Gefen,Pack,USA,3,USA
458,Ve Wong,Bowl,Taiwan,3.75,TWN
457,Ibumie,Pack,Malaysia,4.5,MYS
456,Ve Wong,Bowl,Taiwan,3.75,TWN
455,Baijia,Cup,China,0.25,CHN
454,Koyo,Pack,USA,1.5,USA
453,Nongshim,Bowl,USA,3.25,USA
452,Myojo,Pack,Japan,4,JPN
451,Myojo,Bowl,Japan,4,JPN
450,Ottogi,Pack,South Korea,3.25,PRK
449,Wu Mu,Pack,Taiwan,4.25,TWN
448,Ve Wong,Bowl,Taiwan,3.75,TWN
447,Ve Wong,Pack,Vietnam,4.75,VNM
446,Sao Tao,Bowl,Hong Kong,2.25,HKG
445,iNoodle,Pack,Taiwan,2.25,TWN
444,Mr. Udon,Pack,South Korea,3.25,PRK
443,Lucky Me!,Pack,Philippines,4,PHL
442,Nongshim,Pack,South Korea,4.5,PRK
441,Ottogi,Pack,South Korea,3.75,PRK
440,Maruchan,Cup,USA,2.75,USA
439,Little Cook,Bowl,Thailand,3,THA
438,Samyang,Bowl,South Korea,3.75,PRK
437,Nongshim,Bowl,South Korea,3.25,PRK
436,Unif,Bowl,Taiwan,3.75,TWN
435,Mi Sedaap,Pack,Indonesia,4.25,IDN
434,Mi Sedaap,Pack,Indonesia,4.5,IDN
433,Lucky Me!,Bowl,Philippines,3.25,PHL
432,Ve Wong,Bowl,Taiwan,2.5,TWN
431,Unif / Tung-I,Pack,Taiwan,2.75,TWN
430,Quickchow,Pack,Philippines,5,PHL
429,Quickchow,Pack,Philippines,3.75,PHL
427,Koka,Pack,Singapore,5,SGP
426,Vifon,Pack,Vietnam,3,VNM
425,Chikara,Pack,USA,4.5,USA
424,Q,Pack,Taiwan,3.25,TWN
423,Noodle Time,Cup,South Korea,3,PRK
422,Vifon,Bowl,Vietnam,4,VNM
421,Myojo,Bowl,Japan,2.75,JPN
420,Sapporo Ichiban,Cup,USA,3.5,USA
419,Myojo,Bowl,Japan,4.25,JPN
418,iNoodle,Pack,Taiwan,3.75,TWN
417,Vifon,Pack,Vietnam,3.5,VNM
416,Sapporo Ichiban,Cup,USA,3.75,USA
415,Ve Wong,Bowl,Taiwan,3.75,TWN
414,Doll,Pack,Hong Kong,2.5,HKG
413,Souper,Pack,Taiwan,4.25,TWN
412,Maruchan,Bowl,Japan,4.125,JPN
411,Sunlee,Bowl,Thailand,3.25,THA
410,Lucky Me!,Pack,Philippines,3.75,PHL
409,Payless,Pack,Philippines,4,PHL
408,Gomex,Pack,Vietnam,2.25,VNM
407,Ottogi,Cup,South Korea,3.5,PRK
406,Vifon,Pack,Vietnam,3.75,VNM
405,Ibumie,Pack,Malaysia,3.25,MYS
404,Vina Acecook,Pack,Vietnam,3.75,VNM
403,Maruchan,Cup,USA,2.25,USA
402,Sao Tao,Bowl,Hong Kong,3,HKG
401,Myojo,Bowl,Japan,4.25,JPN
400,Nissin,Cup,Hong Kong,4.25,HKG
399,Paldo,Cup,South Korea,3.75,PRK
398,Paldo,Bowl,South Korea,3.75,PRK
397,Quickchow,Cup,Philippines,3,PHL
396,Vina Acecook,Bowl,Vietnam,4.25,VNM
395,Ottogi,Cup,South Korea,3,PRK
394,Paldo,Cup,South Korea,3.5,PRK
393,Kamfen,Tray,China,2,CHN
392,Nissin,Tray,Japan,5,JPN
391,Myojo,Pack,Japan,4.25,JPN
390,Menraku,Bowl,Japan,4,JPN
389,Mama,Pack,Thailand,2.75,THA
388,Maruchan,Cup,USA,2.75,USA
387,Nissin,Bowl,USA,3.75,USA
386,US Canning,Tray,USA,0,USA
385,Ve Wong,Bowl,Taiwan,1.25,TWN
384,Nissin,Pack,Japan,4,JPN
383,Lucky Me!,Pack,Philippines,2.75,PHL
382,Lucky Me!,Pack,Philippines,2.5,PHL
381,Saigon Ve Wong,Pack,Vietnam,4.25,VNM
380,Rhee Bros Assi,Tray,South Korea,3.75,PRK
379,Nissin,Tray,USA,2.5,USA
378,Ve Wong,Bowl,Taiwan,3.75,TWN
377,Sau Tao,Bowl,Hong Kong,4,HKG
376,Sau Tao,Bowl,Hong Kong,2.75,HKG
375,Vifon,Pack,Vietnam,0.5,VNM
374,Vifon,Pack,Vietnam,3.75,VNM
373,Nissin,Cup,USA,2.75,USA
372,Noodle Time,Bowl,Canada,0.5,CAN
371,Nissin,Tray,USA,3.75,USA
370,Fuku,Pack,Hong Kong,5,HKG
369,Bon Go Jang,Tray,South Korea,3.75,PRK
368,Knorr,Cup,Thailand,3.5,THA
367,Saigon Ve Wong,Pack,Vietnam,3.25,VNM
366,Payless,Pack,Philippines,2.75,PHL
365,Nissin,Cup,Singapore,3.25,SGP
364,Sao Tao,Bowl,Hong Kong,2.5,HKG
363,Nissin,Pack,Japan,3.5,JPN
362,Vina Acecook,Pack,Vietnam,4.5,VNM
361,Tayho,Bowl,USA,1.25,USA
360,Nissin,Cup,USA,2.5,USA
359,Nissin,Bowl,USA,3.75,USA
358,Doll,Pack,Hong Kong,3.75,HKG
357,Payless,Pack,Philippines,4,PHL
356,Maruchan,Pack,USA,2.75,USA
355,Nongshim,Bowl,South Korea,2.5,PRK
354,Maruchan,Cup,USA,3,USA
353,Nissin,Pack,USA,3.25,USA
352,Maruchan,Pack,USA,2.75,USA
351,Nissin,Pack,USA,3,USA
350,Nissin,Bowl,USA,3.5,USA
349,Ottogi,Bowl,South Korea,3.25,PRK
348,Paldo,Bowl,South Korea,3.5,PRK
347,Sunny Maid,Pack,Taiwan,1.75,TWN
346,Paldo,Bowl,South Korea,3.125,PRK
345,Myojo,Pack,Japan,3.5,JPN
344,Paldo,Pack,South Korea,3.75,PRK
343,Super Bihun,Pack,Indonesia,4.5,IDN
342,Nongshim,Bowl,South Korea,3.5,PRK
341,Vina Acecook,Pack,Vietnam,3.75,VNM
340,Shirakiku,Pack,Japan,4,JPN
339,Payless,Pack,Philippines,4.5,PHL
338,Nissin,Cup,USA,2.25,USA
337,Maruchan,Pack,USA,5,USA
336,Six Fortune,Pack,South Korea,3.5,PRK
335,Goku Uma,Bowl,Japan,3.5,JPN
334,Nissin,Cup,USA,2.125,USA
333,Nissin,Cup,USA,2.25,USA
332,Nongshim,Cup,South Korea,3.75,PRK
331,Sunlee,Bowl,Thailand,4.5,THA
330,Vifon,Pack,Vietnam,3.25,VNM
329,Mee Jang,Bowl,Thailand,3.5,THA
328,Nongshim,Bowl,South Korea,4.5,PRK
327,Gomex,Pack,Vietnam,3.5,VNM
326,Little Cook,Bowl,Thailand,4,THA
325,Mee Jang,Bowl,Thailand,3.5,THA
324,Nongshim,Bowl,South Korea,3.5,PRK
323,Ottogi,Cup,South Korea,3.5,PRK
322,Unif,Bowl,Taiwan,3.75,TWN
321,Little Cook,Bowl,Thailand,4.75,THA
320,Maruchan,Pack,USA,4,USA
319,Maruchan,Pack,USA,3.75,USA
318,Unif,Bowl,Taiwan,3.25,TWN
317,Maruchan,Tray,USA,4,USA
316,Unif,Bowl,Taiwan,3.5,TWN
315,Unif,Bowl,Taiwan,2.75,TWN
